date_posted,headline,post_body,low_temp,avg_temp,high_temp,inches_precip,miles_visible,max_wind,sea_pressure
2020-12-01,"trip 20-27 WHEN YOUR SMILING, ",We have had a taste of this wahoo down here and enough to keep us interested. We are gonna give it another day before we bust a move and target other species. We have had some action on school grade tuna down here as well and the guys are having a blast tuggin on them. The weather is phenomenal and the gang is in high spirits. Wish us luck!,45.0,58.58,72.0,0.0,10.0,7.0,30.09
2020-11-29,Trip #20-27 11-27-2020 Fins-N-Feathers ,We departed the day after Thanksgiving on the Fins and Feathers 11 day. The guys are hyped as ever and after a couple days of rigging we arrived to our destination. We have high hopes for wahoo to start out the trip. We are almost on scene and hope to have a great catch to report. Wish us luck Matt and Independence crew.,45.0,57.0,73.0,0.0,10.0,12.0,30.13
2020-11-23,trip 20-26 Steady Action on Wahoo & Tuna,Good wahoo and tuna fishing yesterday to finish our trip. Had lots of opportunities on wahoo but they were hard to keep on the lines. Steady action all day. We are traveling up the line to be home in time. Beautiful weather. See you guys at the dock.,56.0,60.77,65.0,0.0,10.0,9.0,29.97
2020-11-21,ANOTHER GREAT BITE,"Outstanding Yellowtail fishing for us this morning. They didn't start bitting until 3:00 am but they were raining on, everyone had one hooked.The grade of Yellowtail is incredible. We finished up on what we needed and will be traveling all day to search for Wahoo and Yellowfin Tuna. Stay tuned. Brian & Indy crew",53.0,58.27,68.0,0.0,10.0,9.0,30.1
2020-11-20,Trip #20-26 11-15-2020  Yellow tail today,The guys are pooped!! Very long and cold night yellowtail finishing but what a blast it is. Beautiful quality yellowtail from 30-45 lbs Back at it again tonight. Thanks for checking in Brian and the Indy Crew,54.0,59.06,71.0,0.0,10.0,12.0,30.12
2020-11-19,trip 20-26 steady action,Pretty steady action all day for us. Group was having a blast catching a variety of fish yesterday. Excellent sign of yellowfin tuna. We had a sundowner that made our day. Traveling today and going to be at our new destination this afternoon. Weather is getting a little choppy.,56.0,60.94,68.0,0.0,10.0,12.0,30.14
2020-11-17,trip 20-26 arrived at destination,Arrived to our destination around 1 pm with no boats in sight. Had a couple 4 way wahoo strikes right away and thought we were gonna be busy but not much to report after that. Weather picked up and hoping for a better day tomorrow,53.0,63.52,78.0,0.0,10.0,8.0,30.09
2020-11-16,trip # 20-26 ,"We started our trip out with a good group of guys and a nice load of bait. We are headed south with beautiful weather ahead. Not much to report in our travels today but we’ll be at our destination tomorrow afternoon. Hopefully their hungry, wish us luck!!!!",55.0,66.72,89.0,0.0,10.0,13.0,30.02
2020-10-30,IN THE BLUEFIN ZONE,We have had some long days and some long nights here lately. We arrived on scene yesterday at the Bluefin zone and boy did we get lucky. The days have been slow and the bite starts at night. We had great action on 90-200+ pound fish. Hot and heavy action till midnight on the jigs. We are going to remain on scene and hope for more fun tonight. Matt and Independence Crew,54.0,65.5,77.0,0.0,10.0,9.0,30.01
2020-10-29,On the Bluefin grounds,We decided to concentrate our last few days on these magnificent Bluefin. We will make every effort to get everyone one of these beauties. Matt & the Indy crew,53.0,65.54,76.0,0.0,10.0,10.0,30.04
2020-10-26,WAHOO,Here’s the gang with a sample of today’s catch.,59.0,65.84,73.0,0.12,10.0,10.0,30.04
2020-10-25,EXTREME FISHING CHALLENGE DEPARTS,We departed a couple days ago on our annual Danny Mun charter and we headed south to start the trip. Danny had killer prizes for everyone as usual and everyone walked away a winner. We rolled down the beach and started our trip hunting for Yellowtail. We had good fishing this morning on 18-25 pound fish before we busted our next move. The hot ticket was the yo-yo jig and the infamous dropper loop. We are going to keep sliding down for tomorrows festivities and the plan is to target Wahoo. The guys are finishing up last minute details to be ready first thing in the morning. We will check back soon wish us luck Matt and Independence crew.,64.0,68.69,72.0,0.0,10.0,14.0,29.95
2020-10-23,TACKLE EXPRESS JP WINNERS,"Thanks again to everybody who made the trip. We had a great time and as always this eager group did an awesome job putting fish on the boat. Until next year!! ✌️
Jackpot winners
1 Dave Thomas 105.2 Bluefin
2 Tim Howell 96.8 Bluefin
3 Monte Vitzthum 96.3 Bluefin",69.0,70.65,73.0,0.0,10.0,8.0,30.0
2020-10-20,20-23 Brett Edmondson nice skinny,,65.0,69.81,74.0,0.0,10.0,10.0,29.91
2020-10-19,"Trip 20-23 YT,YF and Skinnies ",We started out bright and early this morning catching yellowfin tuna and yellowtail long before the sun came up. After daybreak we scratched away on wahoo and there were some real trophies brought on board I’m the 50-60 pound range. The plan for tomorrow is more of the same and focusing on the elusive skinny. We have a little more breeze now but no complaints. Wish us all luck tomorrow. Matt and Independence crew.,66.0,70.93,77.0,0.0,10.0,12.0,29.99
2020-10-16,trip 20-23 TACKLE EXPRESS -BRETT EDMONDSON,"We departed a few days ago on our 10 day trip sponsored by Brett Edmondson and started off local for bluefin tuna. Id say our timing was a little off with the biting kind… Tons and tons to look at but very hard to get a bite. We scratched away the last couple days and we were able to get a starter kit a few jackpot fish. We all know that timing is everything with those darn bluefin. Nevertheless we had phenomenal weather with a good show of giants. WE are rolling down south now onto the next thing which is yellowtail, yellowfin, wahoo and dorado. We will keep you posted wish us luck. Matt and Independence crew.",65.0,69.18,82.0,0.0,10.0,13.0,29.93
2020-10-13,trip 20-22 INDY SHOOT OUT JACKPOT,first place 72 lb YFT Christopher Johnson,64.0,76.71,90.0,0.0,10.0,14.0,29.99
2020-10-13,Trip 20-22 INDY SHOOT OUT GREAT ENDING,Ended our trip in style!  Stuck around bluefin tuna zone. Had a slow morning but we finished strong. Just a few shy of limits for our trip. We had a sun downer for a few bigger models. One at 130 lbs and one at 93 lbs Great way to end. We had a blast and can't wait for next year.,64.0,76.71,90.0,0.0,10.0,14.0,29.99
2020-10-11,ON THE CHEW,"Bluefin tuna were on the chew!! Our group did a great job catching limits of Bluefin Tuna (25-45 lbs). It seemed like every bait that hit the water was bit. And to add on top of an epic day we caught two 70 lb Yellowfin tuna. One more day, hoping to end it with a bang! Wish us luck Brian & Indy crew",67.0,70.68,76.0,0.0,10.0,13.0,29.99
2020-10-08,PLUGGING AWAY,Started our morning fishing Yellowtail. Had action right away at grey light. Yellowtail and Bonito frenzy. As the morning went on so did the weather making it difficult to fish. Ended our day with 43 Yellowtail.,67.0,71.04,74.0,0.0,10.0,10.0,29.98
2020-10-07,GREAT DAY,Great day of fishing!! The Yellowfin tuna were on the chew. We finished up on what we needed tuna wise. Most of them all were 18-35 lbs Left around lunch time to kelp hunt. We were in luck found a kelp a few hours later and it was loaded with Dorado (12-25 lbs). What a blast that was. Headed up the line for Yellowtail tomorrow. Wish us luck,67.0,71.03,77.0,0.0,10.0,10.0,29.93
2020-10-04,trip 20-22 First 10 out,"We left yesterday afternoon on our annual Indy Shootout 10 Day. Got a good load of bait and headed south. We've been traveling all day to our destination which will be Alijos Rocks. We'll be arriving tomorrow afternoon. Beautiful flat calm weather so far, Thanks for checking in Brian and the Indy Team",63.0,75.04,86.0,0.0,9.0,7.0,29.96
2020-09-28,FUN IN THE SUN,Our Private family charter is back and they got right back to business. We have got our limit of Bluefin Tuna today and yesterday in some as good as it gets weather. The group is doing their fair share of having a good time as well as putting in some serious work at the rail. We are gonna slide down to look for Yellowtail the next couple days and continue to enjoy the company. All is well on this side we will check back soon. Matt and Indy Crew,65.0,71.12,77.0,0.0,10.0,13.0,29.95
2020-09-25,FINISHED WITH A BANG,What a trip the guys had. Yesterday we worked our way up from down south and found some more bitting Yellowtail. Finished the day with a 100 Yellows and 5 Halibut. Great action all day. To finish up the trip this morning we rock fished and had success. Giant Reds and Lingcod for everyone. Heading home. We will be in at 5:30 am tomorrow. Brian & the Indy crew,66.0,69.79,75.0,0.0,10.0,9.0,29.96
2020-09-23,YELLOWTAIL,We traveled all night to get to our new destination up the beach at San Pablo. We arrived on scene around 730 this morning for a great sign of Yellowtail. Our guys had a blast catching 83 (15-30 lb) Yellows on the surface iron and fly line. We will see what's on tap for tomorrow. Brian & Indy crew,65.0,70.88,81.0,0.0,10.0,12.0,30.03
2020-09-22,GOOD FISHING,Great day of fishing today!! This morning we started down at the 23 on the ridge for a slow morning. Worked or way up to the northern part of ridge and on the way we found a piece of plywood floating with hundreds of Dorados. We kept all the Dorado we needed from 12-25 lbs Finished our afternoon on north ridge and had a good Wahoo and Tuna bite. Ended our day with 90 Tuna (20-35 lbs) and 12 Wahoo up to 50 lbs Beautiful weather and good fishing. Wish us luck tomorrow. Brian & Indy crew,68.0,71.31,78.0,0.0,10.0,12.0,30.02
2020-09-18,KELPIN,We fished offshore yesterday and found a few productive kelps with some big Mahi and a few Wahoo on them. The guys had a fun time fishing for some good eats. We spent the morning today making a few drifts for Reds and Lings to top things off. We feel very fortunate to have our catch onboard. The guys are breaking down tackle getting ready for the big meet and greet at home. I would like to thank Brian Porter aka “Bubba” with United Composites for getting the group together. We had a great time with great fishing and excellent,67.0,76.46,89.0,0.0,10.0,13.0,29.88
2020-09-16,WAHOO & YELLOWTAIL,We made a little move yesterday to hunt for Wahoo and a change of scenery. We had good Wahoo fishing throughout the day with steady action on big Wahoo. The fast skinnies were biting first thing in the morning and we had plenty of opportunities. We made a tour and found some beautiful homeguard Yellowtail to go with it. We had a lot of fun pulling hard with heavy tackle. We are working our way up now hoping to find a kelp offshore today. The weather remains civil with some humidity in the air but no complaints. We are shedding water weight! We will let you know how we do today. Wish us luck. Matt and Independence Crew,62.0,75.04,87.0,0.0,10.0,13.0,29.98
2020-09-15,THE BEAT GOES ON,Another amazing day of fishing today for us. We had steady action on 18-30 lb Yellowfin today and great weather to go with it. We trolled up a few more Wahoo and picked away at some more Yellowtail for our effort. We are very gracious to say the least and we are moving on in search for more Wahoo. The guys spent the last part of the day wiring up and we have high hopes. Wish us luck Matt and Independence Crew,64.0,73.63,81.0,0.0,6.0,13.0,30.02
2020-09-14,GOOD START,We are off to a great start on our United Composites 7 day with Bubba back in action. The raffle was dispersed and quite a few guys walked away with a new UC rod! We had very good fishing for Yellowtail today and managed to troll up a few Wahoo. We are hanging tight in hopes that this primo Yellowfin makes a showing. We saw a bit today and managed to catch a few to keep us interested. It is hot and humid down here and the water is hot as well. We will be up early trying and we hope to connect. Wish us luck. Matt and Independence Crew,64.0,70.59,80.0,0.0,5.0,12.0,30.0
2020-09-14,trip 20-19 Jp winners,"1 Jeff Friesen 33.5 lb yft
2 Matt Fettig 32.5 lb yft
3 Brandy Anderson/Kevin Abshear 30.0 lb Yft",64.0,70.59,80.0,0.0,5.0,12.0,30.0
2020-09-11,trip 20-18 IT'S A WRAP,We wrapped it up today with some beautiful reds and lingcod before heading for the barn. Lots of smiles as we are heading up the line with our great group of anglers and a great catch. This was a very fun group to have aboard and we are looking forward to seeing you all again. Thanks again to Roger for putting this trip together. Thanks to all of you for making it happen. We will see you guys bright and early tomorrow morning 5:00 am. Matt and Indy Crew,64.0,71.56,80.0,0.0,10.0,10.0,29.99
2020-09-10,20-18 Another Hot Day Of Fishing,We had another hot and heavy day of fishing yesterday for yellowtail and 20-30 pound Yellowfin tuna. The guys (and Gals) are doing fine and we are very happy with the catch we have on board. We worked up the coast today doing some exploring for yellowtail and bass. We scratched our way up catching a few here and there working up to put ourselves in position for our final day of fishing. The weather is still perfect and we are enjoying the ride up with fish stories and cocktails. Matt and Independence crew.,63.0,71.11,80.0,0.0,10.0,14.0,29.98
2020-09-08,TRIP 20-18 ,We had a great day of tuna fishing today on 20-30 pound fish. A couple of go rounds on yellowtail and some wahoo. We are camping out in this fine weather and hoping for more hot action again tomorrow. Matt and Crew,71.0,73.97,77.0,0.0,10.0,12.0,29.72
2020-09-07,trip 20-19 Phenix Rods / Roger's ,We left Saturday on Rogers Phenix Rods open and we spent the first day traveling down and getting rigged up with high hopes. Roger had some great giveaways as usual with rods reels shirts and all sorts of swag. We had a good showing of premium 18-25 pound yellowtail today. Surface iron yo yo jigs and the good ole flyline sardine were the hot ticket. The weather was excellent and it was a great way to start off the trip. We are going to be in tuna mode tomorrow looking for yellowfin. The guys are all rigged up in hopes of wahoo as well. We are excited about what’s hopefully off the bow. Wish us luck. Matt and Independence Crew.,68.0,72.02,75.0,0.0,10.0,15.0,29.81
2020-09-04,ETA,Traveling up in great weather! We finished up today and only managed to snag a few Yellowtail for our efforts. We ended with some nice Reds and Lings to take home for the guys. We will be in tomorrow morning. We would like to thank Kevin from Youngs Tackle for putting the trip together and thanks to all our anglers for coming out. A very fun group that put their time in at the rail. See you guys in the morning. We will arrive at 6:15 am Saturday morning. Matt & Indy crew,69.0,73.1,79.0,0.0,10.0,13.0,29.91
2020-09-03,YELLOWTAIL,We spent the day Yellowtail in today and had very good sign of 18-25 pound fish. The hot ticket was the yo yo jig as well as the flyline sardine. There was some good schools that were boiling around and by the looks of it you would think one would get rich. We were rewarded with more than a sample but as a fisherman you always want more. We are going to be working up the beach tonight and on the hunt again in the morning. We finally have a breeze to cool off but the mild chop is not bad. We will check in tomorrow. Matt and Independence crew.,69.0,72.15,78.0,0.0,10.0,13.0,29.97
2020-09-02,THE BEAT GOES ON,Fun fishing again today till the water turned and the fish split. We got a few whacks in on better grade tuna and some Wahoo. We took off to put our self in position for tomorrow. Matt & the Indy crew,68.0,71.16,76.0,0.0,10.0,14.0,30.01
2020-09-01,ANOTHER GOOD DAY,"Variety style fishing today with lots of action on Yellowfin, Yellowtail, and Wahoo. The weather was hot and so was the fishing. We had great conditions today with lots of school grade tuna on the surface and Yellowtail below. We trolled around and snagged some Wahoo in between spots and the guys are happy. We are going to enjoy a nice meal on the anchor tonight and hope to get started again early tomorrow morning. Wish us luck Matt and Independence Crew",68.0,72.04,77.0,0.0,10.0,14.0,29.99
2020-09-01,trip 20-17 Hot action today,Variety style fishing today with lots of action on yellowfin yellowtail and wahoo. The weather was hot and so was the fishing. We had great conditions today with lots of school grade tuna on the surface and yellowtail below. We trolled around and snagged some wahoo in between spots and the guys are happy. We are going to enjoy a nice meal on the anchor tonight and hope to get started again early tomorrow morning. Wish us luck  Matt and Independence Crew,68.0,72.04,77.0,0.0,10.0,14.0,29.99
2020-08-31,YOUNGS TACKLE UNDERWAY,"We are back out on our annual Youngs Tackle 7 day sponsored trip. We started off by running into some big Blue Fin close to home in the 100-200+ range and they put on quite the show. That was about it… We hooked a few larger models but they were pretty stubborn to say the least. We started our way down south in this great weather on the hunt for Wahoo, Yellowfin and Yellowtail. After our tackle seminar Kevin from Youngs tackle had a nice give away with rods, reels and all sorts of swag for all onboard. Everyone left a winner and we will be spending the next day traveling and getting rigged up for what’s to come. We will check back in a few days and hopefully have a good fish report. Matt and Independence Crew.


Thanks to the sponsors on this trip:


Shimano, Major Craft, Pheonix Rods, Blacktail Hooks, Chaiel Fishing Tackle, Izorline, Salas Lures, P-Line, Owner Hooks, Promar Ahi, Damiki, Daiwa, Calstar, Graftech, Lucky Craft, Smooooth Drag, And Big Rock",69.0,70.88,75.0,0.0,10.0,13.0,29.89
2020-08-28,GREAT BLUEFIN FISHING,A little bit of weather to start our trip out but didn't stop us from catching. Started our morning at the Tanner Bank catching Yellowtail and Bluefin Tuna. Our group of people had an epic day pulling on fish. Steady action which got us limits of Bluefin Tuna (10-45 lbs) along with some nice grade Yellowtail. Our group had a blast yanking and cranking on these nice grade fish. Hope to see you all again real soon. Brian & the Indy crew,69.0,72.0,77.0,0.0,10.0,14.0,29.86
2020-08-26,Trip 16A Jackpot Winners,"Jackpot winners for our 3 day.
first- Kevin 85.5 lb Bluefin Tuna
second- Mac 74 lb Bluefin Tuna
third- Mike 47 lb Bluefin Tuna
Thanks a lot for joining us on this fabulous trip and hope to see you all again very soon. Brian & Indy crew",70.0,73.62,79.0,0.0,10.0,16.0,29.79
2020-08-22,Trip 20-15 yellowtail ,We have been in yellowtail mode the last few days and have covered a lot of good area but have only came up with a sample of what we are looking for. Lots of good water and good conditions but we haven’t hit the main vein. We are gonna give another go in a different area. The weather is still beautiful and we are having a great time. Sunday's ETA  6 am. Wish us luck Matt and Indy Crew,76.0,79.58,87.0,0.0,10.0,10.0,29.89
2020-08-22,trip 20-15 finish off,We finished our trip off with some yellowtail and topped off on dorado today. Once again hot and gorgeous weather was on our side and we made the best of it. We are breaking down the gear and heading for the barn. Another successful trip with a great group of guys. I would like to thank John Collins for putting this trip together and for the great giveaways in his raffle. Always great to fish with the guys and we will see you all again next year. Matt and Independence crew,76.0,79.58,87.0,0.0,10.0,10.0,29.89
2020-08-19,trip 20-15 STEADY ACTION ,"We have had steady action down here the past few days on wahoo< yellowtail, and yellowfin tuna. Warm weather has followed us around with the hurricane down below but wow; what gorgeous weather. We are getting along just fine and had a very good day of tuna fishing today. We are going to start working up tonight away from the depression down below and will be in search for yellowtail in our travels. Wish us luck . Matt and Independence crew",72.0,75.84,81.0,0.0,10.0,9.0,29.86
2020-08-18,trip 20-15 Bob Who?,,72.0,76.29,82.0,0.0,10.0,13.0,29.91
2020-08-18,Trip 20-15 FUN FISHING,,72.0,76.29,82.0,0.0,10.0,13.0,29.91
2020-08-14,ETA,The Independence will arrive at Point Loma Sportfishing Saturday at 5:30 am.,69.0,76.25,85.0,0.0,10.0,14.0,29.91
2020-08-13,KELP PATTY DORADO,We did some kelping today and got our limit of Dorado on the way up . Good weather and a good time today. Beautiful fish that put on a great show. Always a crowd pleaser. We will look offshore tomorrow as well and see what we come up with. Matt and Indy,69.0,74.88,83.0,0.0,10.0,15.0,29.9
2020-08-13,ANOTHER GOOD DAY,Some more Yellowtail and tuna for us today. We continue to enjoy the hot weather and steady action for these good grade fish. We are working our way up the line now and have Mahi Mahi on our minds. Matt and the Indy crew,69.0,74.88,83.0,0.0,10.0,15.0,29.9
2020-08-11,NICE VARIETY,"We have had some good yanking and cranking the last two days for Yellowfin, Yellowtail, Dorado, and a few Wahoo. Nice and warm weather down here and we are happy with the setup. Good grade Yellowtail and good grade 20-25 pound tuna has kept us busy. We are going to try it again tomorrow and hope for some more. Wish us luck Matt and Independence crew",66.0,68.44,73.0,0.0,10.0,15.0,29.93
2020-08-08,trip 20-13 ,Jackpot winners,65.0,68.48,75.0,0.0,10.0,13.0,30.0
2020-08-08,AVET TRIP UNDERWAY,We had a quick turnaround today and a good jumpstart WE have Sarkis from AVET Reels onboard and we are traveling south. Looks like a few reels to be raffled off and we are hoping to put the gear to the test. We will check back in a few days. Wish us luck  Matt and Independence crew,65.0,68.48,75.0,0.0,10.0,13.0,30.0
2020-08-07,trip 20-13 Rap up,We started our 7 day trip heading to Alijos Rocks. Had a kelp to start the trip with 75 dorado. Once we arrived to the rocks we were in for a rude awaking. Sharks were to much to handle. Very good sign of yellowtail but couldn't wind them past the sharks. They ate everyone. Headed back up the line for a shot at tuna but had some delays with weather. Fished our last day in the tuna zone and caught 21 bluefin tuna and 4 yellowfin tuna. Cant say their was a shortage of fish because they were everywhere. Just had lock jaw for the fleet. We were very fortunate enough to catch what we did. Overall great group and looking forward for our next trips.,65.0,68.64,75.0,0.0,10.0,13.0,29.96
2020-08-01,TAHOE TUNA JP WINNERS,"1 Al Preschutti 137.8 BFT
2 Ed Mouawad 130.7 BFT
3 Mark Majesky 126.4 BFT
Great fishing and a great group made this trip one to remember. A few bigger caught on the kite as well! Thanks for the memories guys.
Matthew R Kaullen",64.0,67.9,71.0,0.0,10.0,13.0,29.97
2020-07-31,NICE ENDING,What a way to end a trip with giant Bluefin Tuna. We Hoped for good enough weather to work with and we were definitely rewarded today. Though it was still choppy it wasn’t as bad as advertised and we took advantage. We scored on fish from 120-200 pounds and got quite the show on the kite. We are headed in with a great catch and a great group. Thanks again Tahoe Tuna Club! Matt and crew,66.0,71.29,77.0,0.0,10.0,14.0,29.92
2020-07-30,ANOTHER GREAT DAY,Another great day of fishing for us today. We started off catching our limit of Yellowtail and in the afternoon we went looking for big Bluefin. Pretty amazing show and sign of fish from 50-250 pounds. We had our hands full for a bit and landed some real beauties. Weather is up and we still have one more day of fishing. Here is Joe with a 170 lb Matt and Independence crew.,65.0,68.78,74.0,0.0,10.0,16.0,29.96
2020-07-29,trip 20-12 Tahoe Tuna Trip,We had a big day of yellowtail fishing today with everyone getting there daily limit. Nice big mean yellowtail from 15-35 pounds. Lots of fun for sure watching them boil around. Hot ticket was the surface iron and the flyline bait. We are gonna give it another go tomorrow before we head offshore again. Wish us luck. Matt and Independence crew,64.0,67.24,72.0,0.0,10.0,14.0,29.92
2020-07-29,trip-12 Tahoe Tuna,Good yellowtail fishing today.,64.0,67.24,72.0,0.0,10.0,14.0,29.92
2020-07-26,trip 20-12 Bluefin tuna day,A fabulous day of fishing for us today for bluefin tuna. We were very fortunate to get a good school to stick this morning and drifted all day with it for limits of bluefin. Id say that everyone had more than a blast tugging on tuna today and we are on the search for more. Matt and Indy crew,67.0,69.94,75.0,0.0,10.0,16.0,29.93
2020-07-25,trip 20-12 Tahoe Tuna Trip,We left today on the annual Tahoe Tuna charter and the gang is in good spirits as always. Very eager to get out and go fishing. We had a sample right out the gates of some bluefin and we are gonna try again in the morning. We are gonna take advantage of this great weather and hope for some more bites! Wish us luck. Matt and Indy crew,68.0,70.19,75.0,0.0,10.0,12.0,29.94
2020-07-21,Good Fishing,Back in the swing of things here with the annual Graftech Rods/ Avet Reels charter. Rick Ozaki had some great giveaways as usual with rods reels and swag. Lots of familiar faces around the boat and the gang came hungry for fish. We started yesterday on the school grade Yellowfin and got enough for our likings. We moved on and found some big bruiser Yellowtail with most over the 30 pound mark. We had quite the day tugging on Yellowtail. We managed to get a few handfuls of Wahoo to throw in the mix and we are back in search for tuna. The weather is coming down all the time and we look forward to what’s off the bow. Id say we are all having a great time. Wish us luck. Matt and Independence crew,66.0,69.0,73.0,0.0,10.0,13.0,29.89
2020-07-17,Killer Bluefin ,"Killer way to end our 1.5 days. Limits of bluefin tuna from 25 - 40 lbs 3 bluefin at 70 lbs Also had pretty good sign of yellowfin tuna. We ended with 23 yellowfin. It was impressive of the amount of fish out there right. Great time to book a trip with us on the Indy. Jump on the Indy, plenty of distancing space. We are taking great care with sanitizing for your health. Brian and Indy Crew",69.0,71.92,77.0,0.0,10.0,13.0,29.99
2020-07-13,Good Bluefin Fishing!,"Captain Mark Pisano called in with an update from the Independence.  We have good fishing for Bluefin Tuna.  We have 36 Bluefin Tuna and 3 Yellowfin Tuna.   I just spoke with the boat and they are  stopping on another school.   We have been seeing good action on 25 to 40 pound Bluefin Tuna.  There is also a good chance on fish in the 60 to 80 pound range.  Plus you always have a shot the big fish that don’t seem to bite too well.

CURRENT SCHEDULE
Monday night 6:00 PM Departure - BOOK NOW
Wednesday night 6:00 PM Departure - BOOK NOW

Meals are included.  Come enjoy a relaxing day on the Independence!",69.0,71.66,76.0,0.0,10.0,9.0,29.95
2020-07-10,THE BITE ROLLS ON,Keeping the ball rolling down here with yet another great day of fishing. Lots of kelp holding Yellowtail and literally tons of tuna. We were very fortunate to get a sample of both Bluefin and Yellowfin. The Bluefin are far more reluctant to bite but the Yellowfin make up for it with aggressive action packed fishing. We have had a great trip and have a great catch on board. Thanks to the Wild Game Feed Club for putting in the work to make this successful trip happen. Matt and Independence crew,66.0,71.96,79.0,0.0,10.0,12.0,29.99
2020-07-07,trip 20-9a Ended Stong,We ended strong today with a few more good kelps and the icing on the cake was some nice bluefin. We are headed for the barn with a great catch of tuna and yellowtail to bring home to you guys at home waiting on some fresh fish. This group was an excitement to fish with and everyone was working well together in the heat of battle. Thanks for making it happen guys! Matt and Independence crew.,67.0,70.07,74.0,0.0,10.0,10.0,29.91
2020-07-07,GREAT DAY,Lots of action today for us to say the least. We had limit style fishing for 25 lb class Yellowfin and good kelping for Yellowtail and some Dorado. Everyone on board got their shot. We hope for more of the same tomorrow. The group is having a great time and the fish stories are rolling! Wish us luck tomorrow. Matt and Independence crew.,67.0,70.07,74.0,0.0,10.0,10.0,29.91
2020-07-04,trip 20-8 jp winners,"Jackpot winners Rogers 5 day
1 Richard Mccanless 42 lb bluefin
2 Dane Barriault 39.6 lb bluefin
3 Charlie Hashimura 37.1 lb bluefin
Thanks again guys see y’all soon",66.0,70.4,76.0,0.0,10.0,12.0,30.0
